datetime,PredWeldNumber,ActualWeldNumber,PredictionStart,WeldStart
2022-11-30 11:30:46.958,1866,1867,1,1
2022-11-30 11:30:47.074,1866,1867,0,0
2022-11-30 11:32:36.406,1867,1868,1,1
2022-11-30 11:32:36.506,1867,1868,0,0
2022-11-30 11:52:24.909,1868,1869,1,1
2022-11-30 11:52:25.010,1868,1869,0,0
2022-11-30 11:57:23.775,1869,1870,1,1
2022-11-30 11:57:23.891,1869,1870,0,0
2022-11-30 11:58:58.088,1870,1871,1,1
2022-11-30 11:58:58.219,1870,1871,0,0
2022-11-30 12:00:02.301,1871,1872,1,1
2022-11-30 12:00:02.401,1871,1872,0,0
2022-11-30 12:01:24.190,1872,1873,1,1
2022-11-30 12:01:24.290,1872,1873,0,0
2022-11-30 12:02:30.358,1873,1874,1,1
2022-11-30 12:02:30.443,1873,1874,0,0
2022-11-30 12:03:53.275,1874,1875,1,1
2022-11-30 12:03:53.391,1874,1875,0,0
2022-11-30 12:05:03.838,1875,1876,1,1
2022-11-30 12:05:03.954,1875,1876,0,0
2022-11-30 12:06:08.742,1876,1877,1,1
2022-11-30 12:06:08.858,1876,1877,0,0
2022-11-30 12:07:41.473,1877,1878,1,1
2022-11-30 12:07:41.573,1877,1878,0,0
2022-11-30 12:08:53.269,1878,1879,1,1
2022-11-30 12:08:53.385,1878,1879,0,0
2022-11-30 12:10:00.354,1879,1880,1,1
2022-11-30 12:10:00.470,1879,1880,0,0
2022-11-30 12:12:12.801,1880,1881,1,1
2022-11-30 12:12:12.932,1880,1881,0,0
2022-11-30 12:13:24.470,1881,1882,1,1
2022-11-30 12:13:24.571,1881,1882,0,0
2022-11-30 12:14:50.836,1882,1883,1,1
2022-11-30 12:14:50.936,1882,1883,0,0
2022-11-30 12:16:06.289,1883,1884,1,1
2022-11-30 12:16:06.405,1883,1884,0,0
2022-11-30 12:17:25.742,1884,1885,1,1
2022-11-30 12:17:25.858,1884,1885,0,0
2022-11-30 12:18:35.685,1885,1886,1,1
2022-11-30 12:18:35.786,1885,1886,0,0
2022-11-30 12:19:46.296,1886,1887,1,1
2022-11-30 12:19:46.397,1886,1887,0,0
2022-11-30 12:21:38.229,1887,1888,1,1
2022-11-30 12:21:38.345,1887,1888,0,0
2022-12-04 01:47:46.853,1888,1889,1,1
2022-12-04 01:47:46.975,1888,1889,0,0
2022-12-04 01:50:11.636,1889,1890,1,1
2022-12-04 01:50:11.752,1889,1890,0,0
2022-12-04 01:51:23.289,1890,1891,1,1
2022-12-04 01:51:23.405,1890,1891,0,0
2022-12-04 01:53:02.486,1891,1892,1,1
2022-12-04 01:53:02.586,1891,1892,0,0
2022-12-04 01:54:20.854,1892,1893,1,1
2022-12-04 01:54:20.955,1892,1893,0,0
2022-12-04 01:55:33.941,1893,1894,1,1
2022-12-04 01:55:34.041,1893,1894,0,0
2022-12-04 01:56:41.112,1894,1895,1,1
2022-12-04 01:56:41.212,1894,1895,0,0
2022-12-04 01:58:11.330,1895,1896,1,1
2022-12-04 01:58:11.430,1895,1896,0,0
2022-12-04 01:59:20.991,1896,1897,1,1
2022-12-04 01:59:21.114,1896,1897,0,0
2022-12-04 02:00:33.173,1897,1898,1,1
2022-12-04 02:00:33.273,1897,1898,0,0
2022-12-04 02:01:52.615,1898,1899,1,1
2022-12-04 02:01:52.746,1898,1899,0,0
2022-12-04 02:03:00.822,1899,1900,1,1
2022-12-04 02:03:00.938,1899,1900,0,0
2022-12-04 02:04:47.394,1900,1901,1,1
2022-12-04 02:04:47.494,1900,1901,0,0
2022-12-04 02:06:07.356,1901,1902,1,1
2022-12-04 02:06:07.472,1901,1902,0,0
2022-12-04 02:07:19.096,1902,1903,1,1
2022-12-04 02:07:19.196,1902,1903,0,0
2022-12-04 02:08:32.820,1903,1904,1,1
2022-12-04 02:08:32.967,1903,1904,0,0
2022-12-04 02:11:14.861,1904,1905,1,1
2022-12-04 02:11:14.961,1904,1905,0,0
2022-12-04 02:12:29.759,1905,1906,1,1
2022-12-04 02:12:29.875,1905,1906,0,0
2022-12-04 02:14:00.047,1906,1907,1,1
2022-12-04 02:14:00.163,1906,1907,0,0
2022-12-04 02:46:37.210,1907,1908,1,1
2022-12-04 02:46:37.326,1907,1908,0,0
2022-12-04 03:49:58.657,1908,1909,1,1
2022-12-04 03:49:58.773,1908,1909,0,0
2022-12-04 03:52:00.330,1909,1910,1,1
2022-12-04 03:52:00.431,1909,1910,0,0
2022-12-04 03:53:53.509,1910,1911,1,1
2022-12-04 03:53:53.631,1910,1911,0,0
2022-12-04 03:55:18.635,1911,1912,1,1
2022-12-04 03:55:18.750,1911,1912,0,0
2022-12-04 03:56:45.147,1912,1913,1,1
2022-12-04 03:56:45.247,1912,1913,0,0
2022-12-04 03:58:30.889,1913,1914,1,1
2022-12-04 03:58:31.005,1913,1914,0,0
2022-12-04 04:00:20.913,1914,1915,1,1
2022-12-04 04:00:21.013,1914,1915,0,0
2022-12-04 04:01:50.570,1915,1916,1,1
2022-12-04 04:01:50.686,1915,1916,0,0
2022-12-04 04:03:06.728,1916,1917,1,1
2022-12-04 04:03:06.850,1916,1917,0,0
2022-12-04 04:04:46.577,1917,1918,1,1
2022-12-04 04:04:46.693,1917,1918,0,0
2022-12-04 04:06:24.568,1918,1919,1,1
2022-12-04 04:06:24.668,1918,1919,0,0
2022-12-04 04:08:47.747,1919,1920,1,1
2022-12-04 04:08:47.862,1919,1920,0,0
2022-12-04 04:10:12.146,1920,1921,1,1
2022-12-04 04:10:12.268,1920,1921,0,0
2022-12-04 04:11:39.132,1921,1922,1,1
2022-12-04 04:11:39.248,1921,1922,0,0
2022-12-04 04:13:39.495,1922,1923,1,1
2022-12-04 04:13:39.611,1922,1923,0,0
2022-12-04 04:15:15.210,1923,1924,1,1
2022-12-04 04:15:15.326,1923,1924,0,0
2022-12-04 04:16:40.357,1924,1925,1,1
2022-12-04 04:16:40.480,1924,1925,0,0
2022-12-04 04:18:43.613,1925,1926,1,1
2022-12-04 04:18:43.713,1925,1926,0,0
2022-12-04 04:34:51.133,1926,1927,1,1
2022-12-04 04:34:51.264,1926,1927,0,0
2022-12-04 04:36:25.016,1927,1928,1,1
2022-12-04 04:36:25.116,1927,1928,0,0
2022-12-04 10:09:16.071,1928,1929,1,1
2022-12-04 10:09:16.187,1928,1929,0,0
2022-12-04 10:11:12.271,1929,1930,1,1
2022-12-04 10:11:12.387,1929,1930,0,0
2022-12-04 10:12:46.796,1930,1931,1,1
2022-12-04 10:12:46.912,1930,1931,0,0
2022-12-04 10:14:07.096,1931,1932,1,1
2022-12-04 10:14:07.196,1931,1932,0,0
2022-12-04 10:15:29.540,1932,1933,1,1
2022-12-04 10:15:29.663,1932,1933,0,0
2022-12-04 10:16:57.298,1933,1934,1,1
2022-12-04 10:16:57.399,1933,1934,0,0
2022-12-04 10:18:11.386,1934,1935,1,1
2022-12-04 10:18:11.502,1934,1935,0,0
2022-12-04 10:19:34.179,1935,1936,1,1
2022-12-04 10:19:34.295,1935,1936,0,0
2022-12-04 10:21:46.878,1936,1937,1,1
2022-12-04 10:21:46.979,1936,1937,0,0
2022-12-04 10:23:27.718,1937,1938,1,1
2022-12-04 10:23:27.834,1937,1938,0,0
2022-12-04 10:24:50.503,1938,1939,1,1
2022-12-04 10:24:50.603,1938,1939,0,0
2022-12-04 10:26:49.866,1939,1940,1,1
2022-12-04 10:26:49.982,1939,1940,0,0
2022-12-04 10:28:46.183,1940,1941,1,1
2022-12-04 10:28:46.298,1940,1941,0,0
2022-12-04 10:30:26.699,1941,1942,1,1
2022-12-04 10:30:26.815,1941,1942,0,0
2022-12-04 10:33:53.362,1942,1943,1,1
2022-12-04 10:33:53.462,1942,1943,0,0
2022-12-04 10:35:16.774,1943,1944,1,1
2022-12-04 10:35:16.890,1943,1944,0,0
2022-12-04 10:36:38.630,1944,1945,1,1
2022-12-04 10:36:38.731,1944,1945,0,0
2022-12-04 10:45:03.150,1945,1946,1,1
2022-12-04 10:45:03.266,1945,1946,0,0
2022-12-04 10:46:15.275,1946,1947,1,1
2022-12-04 10:46:15.391,1946,1947,0,0
2022-12-04 10:47:54.157,1947,1948,1,1
2022-12-04 10:47:54.258,1947,1948,0,0
2022-12-04 10:53:41.569,1948,1949,1,1
2022-12-04 10:53:41.669,1948,1949,0,0
2022-12-04 10:56:03.751,1949,1950,1,1
2022-12-04 10:56:03.851,1949,1950,0,0
2022-12-04 10:57:46.116,1950,1951,1,1
2022-12-04 10:57:46.239,1950,1951,0,0
2022-12-04 10:59:13.564,1951,1952,1,1
2022-12-04 10:59:13.665,1951,1952,0,0
2022-12-04 11:00:52.681,1952,1953,1,1
2022-12-04 11:00:52.835,1952,1953,0,0
2022-12-04 11:02:13.225,1953,1954,1,1
2022-12-04 11:02:13.325,1953,1954,0,0
2022-12-04 11:06:03.949,1954,1955,1,1
2022-12-04 11:06:04.064,1954,1955,0,0
2022-12-04 11:08:38.966,1955,1956,1,1
2022-12-04 11:08:39.089,1955,1956,0,0
2022-12-04 11:12:13.024,1956,1957,1,1
2022-12-04 11:12:13.056,1956,1957,0,0
2022-12-04 11:13:45.275,1957,1958,1,1
2022-12-04 11:13:45.398,1957,1958,0,0
2022-12-04 11:15:44.741,1958,1959,1,1
2022-12-04 11:15:44.841,1958,1959,0,0
2022-12-04 11:16:57.714,1959,1960,1,1
2022-12-04 11:16:57.830,1959,1960,0,0
2022-12-04 11:18:23.401,1960,1961,1,1
2022-12-04 11:18:23.517,1960,1961,0,0
2022-12-04 11:21:49.879,1961,1962,1,1
2022-12-04 11:21:49.979,1961,1962,0,0
2022-12-04 11:26:51.402,1962,1963,1,1
2022-12-04 11:26:51.518,1962,1963,0,0
2022-12-04 11:28:45.952,1963,1964,1,1
2022-12-04 11:28:46.068,1963,1964,0,0
2022-12-04 11:30:03.587,1964,1965,1,1
2022-12-04 11:30:03.703,1964,1965,0,0
2022-12-04 11:31:23.964,1965,1966,1,1
2022-12-04 11:31:24.080,1965,1966,0,0
2022-12-04 11:33:29.602,1966,1967,1,1
2022-12-04 11:33:29.725,1966,1967,0,0
2022-12-04 11:38:30.921,1967,1968,1,1
2022-12-04 11:38:31.021,1967,1968,0,0
2022-12-04 11:43:24.647,1968,1969,1,1
2022-12-04 11:43:24.747,1968,1969,0,0
2022-12-04 11:44:54.972,1969,1970,1,1
2022-12-04 11:44:55.073,1969,1970,0,0
2022-12-04 11:46:10.731,1970,1971,1,1
2022-12-04 11:46:10.854,1970,1971,0,0
2022-12-04 11:47:49.303,1971,1972,1,1
2022-12-04 11:47:49.404,1971,1972,0,0
2022-12-04 11:49:45.467,1972,1973,1,1
2022-12-04 11:49:45.582,1972,1973,0,0
2022-12-04 11:57:52.940,1973,1974,1,1
2022-12-04 11:57:53.093,1973,1974,0,0
2022-12-04 12:08:59.944,1974,1975,1,1
2022-12-04 12:09:00.044,1974,1975,0,0
2022-12-04 12:10:23.409,1975,1976,1,1
2022-12-04 12:10:23.509,1975,1976,0,0
2022-12-04 12:11:42.852,1976,1977,1,1
2022-12-04 12:11:43.006,1976,1977,0,0
2022-12-04 12:13:05.463,1977,1978,1,1
2022-12-04 12:13:05.579,1977,1978,0,0
2022-12-04 12:14:34.840,1978,1979,1,1
2022-12-04 12:14:34.956,1978,1979,0,0
2022-12-04 12:16:11.810,1979,1980,1,1
2022-12-04 12:16:11.926,1979,1980,0,0
2022-12-04 12:20:29.210,1980,1981,1,1
2022-12-04 12:20:29.326,1980,1981,0,0
2022-12-04 12:21:53.692,1981,1982,1,1
2022-12-04 12:21:53.792,1981,1982,0,0
2022-12-04 12:29:32.525,1982,1983,1,1
2022-12-04 12:29:32.672,1982,1983,0,0
2022-12-04 12:35:50.326,1983,1984,1,1
2022-12-04 12:35:50.442,1983,1984,0,0
2022-12-04 12:37:09.489,1984,1985,1,1
2022-12-04 12:37:09.589,1984,1985,0,0
2022-12-04 12:38:34.263,1985,1986,1,1
2022-12-04 12:38:34.378,1985,1986,0,0
2022-12-04 12:39:51.572,1986,1987,1,1
2022-12-04 12:39:51.688,1986,1987,0,0
2022-12-04 12:41:55.125,1987,1988,1,1
2022-12-04 12:41:55.241,1987,1988,0,0
2022-12-06 02:16:01.856,1988,1989,1,1
2022-12-06 02:16:01.956,1988,1989,0,0
2022-12-06 02:17:30.784,1989,1990,1,1
2022-12-06 02:17:30.884,1989,1990,0,0
2022-12-06 02:18:45.282,1990,1991,1,1
2022-12-06 02:18:45.405,1990,1991,0,0
2022-12-06 02:19:46.888,1991,1992,1,1
2022-12-06 02:19:46.988,1991,1992,0,0
2022-12-06 02:20:43.109,1992,1993,1,1
2022-12-06 02:20:43.209,1992,1993,0,0
2022-12-06 02:21:41.501,1993,1994,1,1
2022-12-06 02:21:41.601,1993,1994,0,0
2022-12-06 02:22:44.578,1994,1995,1,1
2022-12-06 02:22:44.678,1994,1995,0,0
2022-12-06 02:23:48.892,1995,1996,1,1
2022-12-06 02:23:49.023,1995,1996,0,0
2022-12-06 02:25:03.827,1996,1997,1,1
2022-12-06 02:25:03.927,1996,1997,0,0
2022-12-06 02:26:07.810,1997,1998,1,1
2022-12-06 02:26:07.911,1997,1998,0,0
2022-12-06 02:27:16.751,1998,1999,1,1
2022-12-06 02:27:16.851,1998,1999,0,0
2022-12-06 02:28:28.744,1999,2000,1,1
2022-12-06 02:28:28.860,1999,2000,0,0
2022-12-06 02:29:32.300,2000,2001,1,1
2022-12-06 02:29:32.432,2000,2001,0,0
2022-12-06 02:30:36.622,2001,2002,1,1
2022-12-06 02:30:36.722,2001,2002,0,0
2022-12-06 02:31:48.281,2002,2003,1,1
2022-12-06 02:31:48.381,2002,2003,0,0
2022-12-06 02:33:18.222,2003,2004,1,1
2022-12-06 02:33:18.338,2003,2004,0,0
2022-12-06 02:34:22.318,2004,2005,1,1
2022-12-06 02:34:22.450,2004,2005,0,0
2022-12-06 02:35:37.779,2005,2006,1,1
2022-12-06 02:35:37.879,2005,2006,0,0
2022-12-06 02:36:45.062,2006,2007,1,1
2022-12-06 02:36:45.163,2006,2007,0,0
2022-12-06 02:37:48.175,2007,2008,1,1
2022-12-06 02:37:48.291,2007,2008,0,0
2022-12-06 02:42:48.403,2008,2009,1,1
2022-12-06 02:42:48.503,2008,2009,0,0
2022-12-06 02:43:52.172,2009,2010,1,1
2022-12-06 02:43:52.288,2009,2010,0,0
2022-12-06 02:45:02.755,2010,2011,1,1
2022-12-06 02:45:02.870,2010,2011,0,0
2022-12-06 02:46:14.557,2011,2012,1,1
2022-12-06 02:46:14.673,2011,2012,0,0
2022-12-06 02:47:17.078,2012,2013,1,1
2022-12-06 02:47:17.178,2012,2013,0,0
2022-12-06 02:48:23.095,2013,2014,1,1
2022-12-06 02:48:23.126,2013,2014,0,0
2022-12-06 02:49:40.306,2014,2015,1,1
2022-12-06 02:49:40.437,2014,2015,0,0
2022-12-06 02:50:51.123,2015,2016,1,1
2022-12-06 02:50:51.223,2015,2016,0,0
2022-12-06 02:52:10.142,2016,2017,1,1
2022-12-06 02:52:10.257,2016,2017,0,0
2022-12-06 02:53:19.546,2017,2018,1,1
2022-12-06 02:53:19.584,2017,2018,0,0
2022-12-06 02:54:19.809,2018,2019,1,1
2022-12-06 02:54:19.910,2018,2019,0,0
2022-12-06 02:55:31.922,2019,2020,1,1
2022-12-06 02:55:32.022,2019,2020,0,0
2022-12-06 02:56:36.951,2020,2021,1,1
2022-12-06 02:56:37.051,2020,2021,0,0
2022-12-06 02:57:42.994,2021,2022,1,1
2022-12-06 02:57:43.148,2021,2022,0,0
2022-12-06 02:58:47.589,2022,2023,1,1
2022-12-06 02:58:47.690,2022,2023,0,0
2022-12-06 02:59:54.069,2023,2024,1,1
2022-12-06 02:59:54.185,2023,2024,0,0
2022-12-06 03:00:58.823,2024,2025,1,1
2022-12-06 03:00:58.923,2024,2025,0,0
2022-12-06 03:02:04.309,2025,2026,1,1
2022-12-06 03:02:04.425,2025,2026,0,0
2022-12-06 03:03:16.635,2026,2027,1,1
2022-12-06 03:03:16.751,2026,2027,0,0
2022-12-06 03:05:14.922,2027,2028,1,1
2022-12-06 03:05:15.038,2027,2028,0,0
2022-12-06 03:13:48.749,2028,2029,1,1
2022-12-06 03:13:48.850,2028,2029,0,0
2022-12-06 03:15:44.772,2029,2030,1,1
2022-12-06 03:15:44.888,2029,2030,0,0
2022-12-06 03:17:54.620,2030,2031,1,1
2022-12-06 03:17:54.721,2030,2031,0,0
2022-12-06 03:19:03.371,2031,2032,1,1
2022-12-06 03:19:03.471,2031,2032,0,0
2022-12-06 03:20:10.877,2032,2033,1,1
2022-12-06 03:20:10.992,2032,2033,0,0
2022-12-06 03:21:26.926,2033,2034,1,1
2022-12-06 03:21:27.042,2033,2034,0,0
2022-12-06 03:22:33.104,2034,2035,1,1
2022-12-06 03:22:33.220,2034,2035,0,0
2022-12-06 03:23:39.249,2035,2036,1,1
2022-12-06 03:23:39.349,2035,2036,0,0
2022-12-06 03:24:52.100,2036,2037,1,1
2022-12-06 03:24:52.216,2036,2037,0,0
2022-12-06 03:26:50.288,2037,2038,1,1
2022-12-06 03:26:50.388,2037,2038,0,0
2022-12-06 03:28:03.845,2038,2039,1,1
2022-12-06 03:28:03.945,2038,2039,0,0
2022-12-06 03:29:11.694,2039,2040,1,1
2022-12-06 03:29:11.810,2039,2040,0,0
2022-12-06 03:30:17.867,2040,2041,1,1
2022-12-06 03:30:17.983,2040,2041,0,0
2022-12-06 03:32:02.976,2041,2042,1,1
2022-12-06 03:32:03.091,2041,2042,0,0
2022-12-06 03:33:05.777,2042,2043,1,1
2022-12-06 03:33:05.877,2042,2043,0,0
2022-12-06 03:34:30.275,2043,2044,1,1
2022-12-06 03:34:30.391,2043,2044,0,0
2022-12-06 03:35:41.007,2044,2045,1,1
2022-12-06 03:35:41.107,2044,2045,0,0
2022-12-06 03:36:56.243,2045,2046,1,1
2022-12-06 03:36:56.359,2045,2046,0,0
2022-12-06 03:38:35.665,2046,2047,1,1
2022-12-06 03:38:35.780,2046,2047,0,0
2022-12-06 03:39:52.187,2047,2048,1,1
2022-12-06 03:39:52.309,2047,2048,0,0
2022-12-06 04:29:11.389,2048,2049,1,1
2022-12-06 04:29:11.489,2048,2049,0,0
2022-12-06 04:31:58.720,2049,2050,1,1
2022-12-06 04:31:58.821,2049,2050,0,0
2022-12-06 04:33:15.664,2050,2051,1,1
2022-12-06 04:33:15.780,2050,2051,0,0
2022-12-06 04:34:28.847,2051,2052,1,1
2022-12-06 04:34:28.963,2051,2052,0,0
2022-12-06 04:35:32.934,2052,2053,1,1
2022-12-06 04:35:33.065,2052,2053,0,0
2022-12-06 04:36:31.058,2053,2054,1,1
2022-12-06 04:36:31.158,2053,2054,0,0
2022-12-06 04:37:41.266,2054,2055,1,1
2022-12-06 04:37:41.351,2054,2055,0,0
2022-12-06 04:38:45.819,2055,2056,1,1
2022-12-06 04:38:45.935,2055,2056,0,0
2022-12-06 04:39:53.023,2056,2057,1,1
2022-12-06 04:39:53.070,2056,2057,0,0
2022-12-06 04:40:54.161,2057,2058,1,1
2022-12-06 04:40:54.277,2057,2058,0,0
2022-12-06 04:41:52.066,2058,2059,1,1
2022-12-06 04:41:52.197,2058,2059,0,0
2022-12-06 04:42:53.782,2059,2060,1,1
2022-12-06 04:42:53.882,2059,2060,0,0
2022-12-06 04:44:04.145,2060,2061,1,1
2022-12-06 04:44:04.261,2060,2061,0,0
2022-12-06 04:44:59.117,2061,2062,1,1
2022-12-06 04:44:59.233,2061,2062,0,0
2022-12-06 04:45:59.922,2062,2063,1,1
2022-12-06 04:46:00.022,2062,2063,0,0
2022-12-06 04:46:57.128,2063,2064,1,1
2022-12-06 04:46:57.266,2063,2064,0,0
2022-12-06 04:48:20.354,2064,2065,1,1
2022-12-06 04:48:20.454,2064,2065,0,0
2022-12-06 04:49:39.344,2065,2066,1,1
2022-12-06 04:49:39.459,2065,2066,0,0
2022-12-06 04:50:40.287,2066,2067,1,1
2022-12-06 04:50:40.387,2066,2067,0,0
2022-12-06 04:51:41.128,2067,2068,1,1
2022-12-06 04:51:41.244,2067,2068,0,0
2022-12-06 11:41:52.638,2068,2069,1,1
2022-12-06 11:41:52.785,2068,2069,0,0
2022-12-06 11:44:49.960,2069,2070,1,1
2022-12-06 11:44:50.095,2069,2070,0,0
2022-12-06 11:46:20.686,2070,2071,1,1
2022-12-06 11:46:20.802,2070,2071,0,0
2022-12-06 11:47:56.114,2071,2072,1,1
2022-12-06 11:47:56.222,2071,2072,0,0
2022-12-06 11:50:33.674,2072,2073,1,1
2022-12-06 11:50:33.771,2072,2073,0,0
2022-12-06 11:52:16.248,2073,2074,1,1
2022-12-06 11:52:16.356,2073,2074,0,0
2022-12-06 11:54:03.402,2074,2075,1,1
2022-12-06 11:54:03.511,2074,2075,0,0
2022-12-06 11:55:32.985,2075,2076,1,1
2022-12-06 11:55:33.082,2075,2076,0,0
2022-12-06 11:58:00.581,2076,2077,1,1
2022-12-06 11:58:00.697,2076,2077,0,0
2022-12-06 11:59:34.598,2077,2078,1,1
2022-12-06 11:59:34.698,2077,2078,0,0
2022-12-06 12:01:07.909,2078,2079,1,1
2022-12-06 12:01:08.003,2078,2079,0,0
2022-12-06 12:02:33.751,2079,2080,1,1
2022-12-06 12:02:33.851,2079,2080,0,0
2022-12-06 12:06:55.616,2080,2081,1,1
2022-12-06 12:06:55.732,2080,2081,0,0
2022-12-06 12:08:31.021,2081,2082,1,1
2022-12-06 12:08:31.152,2081,2082,0,0
2022-12-06 12:10:14.694,2082,2083,1,1
2022-12-06 12:10:14.810,2082,2083,0,0
2022-12-06 12:11:56.865,2083,2084,1,1
2022-12-06 12:11:56.981,2083,2084,0,0
2022-12-06 12:13:10.645,2084,2085,1,1
2022-12-06 12:13:10.761,2084,2085,0,0
2022-12-06 12:16:46.657,2085,2086,1,1
2022-12-06 12:16:46.757,2085,2086,0,0
2022-12-06 12:18:24.332,2086,2087,1,1
2022-12-06 12:18:24.448,2086,2087,0,0
2022-12-06 12:19:35.459,2087,2088,1,1
2022-12-06 12:19:35.575,2087,2088,0,0
